,tweet_id,text,retweet_count,created_at
48,1641547775207694341,"  For me it does the opposite. I’m more inclined than ever before to talk to reasonable Democrats and bring them up to speed on Biden. 

We need to clean house in 2024, not break it into little chucks. https://t.co/emWj3vLE7j",0,Thu Mar 30 21:07:42 +0000 2023
49,1641547367047471108,"1-Sen. Eric Schmitt &amp; LA Attorney General Testify on Biden Admin. &amp; Social Media Companies - Part 1
2-Attorney General Testifies on President's 2024 Budget Request
3-Hearing on Expanding U.S. Energy Production
https://t.co/85LEKfdtvp",0,Thu Mar 30 21:06:05 +0000 2023
50,1641547288047755264," Sadly, dems will vote for anybody with A D next to their name, they elected Biden, Socialist Shrek in PA and all the god awful politicians in CA. If he runs in 2024, he has a good chance of winning",0,Thu Mar 30 21:05:46 +0000 2023
51,1641546158471258112,  Does it because I don’t see how a single person who voted for him in 2020 doesn’t vote for him in 2024 but I could see like 5% if Biden voters being like “eh I voted and nothing really changed for me why bother voting again?” Bc he got way more turnout than usual.,0,Thu Mar 30 21:01:17 +0000 2023
52,1641546150762229762," Y'all better get to work on that budget plan Biden is asking for, cause if the government gets shut down because of Republican bullshit, there will be a BLUE WAVE in 2024 like you have never seen.",0,Thu Mar 30 21:01:15 +0000 2023
53,1641545779440676869, I think he will win if Biden is the D candidate. Biden is digging his own loss in 2024 right now. democrats need another candidate,0,Thu Mar 30 20:59:46 +0000 2023
54,1641545631616360451," Latinos for Trump 2024.
Because after all, Joe Biden and Racist Democrats only want to deport us. https://t.co/PqPhD6Pq6C",0,Thu Mar 30 20:59:11 +0000 2023
55,1641545490318913536," You can attack while not looking like a buffoon and misrepresenting what could and should be an ally within your own party. 

DeSantis has many flaws, but Trump’s current tactics are off putting for conservatives and independents like myself who want to beat Biden in 2024.",0,Thu Mar 30 20:58:37 +0000 2023
56,1641545367106867206,"  Like Nate who points out Biden might be in a recession in 2024, leaving out that Trump might be in jail.",0,Thu Mar 30 20:58:08 +0000 2023
57,1641545104841392129,"   And one of the reasons Reagan got elected.  If Biden can't control inflation this time, expect something similar in 2024.",0,Thu Mar 30 20:57:06 +0000 2023
58,1641544799860985865," What worries me, however, is that Biden seems to be making a swing towards the center, which is his happy place. That could cause Progressives to stay home. We cannot allow this to happen because we need ALL hands on deck in 2024.",0,Thu Mar 30 20:55:53 +0000 2023
59,1641544410587340800,           No his approval #s aren’t the greatest but they aren’t the worst either . MSNBC and CNN still have Biden beating Trump in the 2024 election .,0,Thu Mar 30 20:54:20 +0000 2023
60,1641544283420528646,"to make investments in workers instead of funneling their money to Wall Street and excessive CEO pay. Send a direct message to Congress telling them to pass President Biden’s 2024 budget and raise taxes on stock buybacks now. 

https://t.co/jb1j9swpom",0,Thu Mar 30 20:53:50 +0000 2023
61,1641544122971623430, Your comment about not backing President Biden in 2024 because of him being too old? We'll look in the mirror and see you're too fat to be the President. No difference and that's why President Biden is the Whitehouse and YOUR NOT!!,0,Thu Mar 30 20:53:11 +0000 2023
